,grav
291279,1
161899,4
20725,4
286638,1
213871,1
326399,4
288356,3
228538,1
12203,1
200596,4
168620,4
273426,1
261790,1
222660,3
247311,1
42296,4
69531,1
318110,1
252781,1
168103,3
237071,1
154546,3
142796,1
226526,1
173631,1
22946,1
144836,4
10396,3
222214,4
130999,4
200568,1
215252,1
176888,4
319394,4
36403,1
196939,4
320176,1
12662,1
8619,1
193966,1
23127,1
100005,4
159302,3
55061,4
195116,1
325589,4
8822,1
238871,4
277898,1
87079,4
84450,4
23291,1
189361,4
80795,1
35078,1
134435,4
251484,4
93646,1
225792,1
32181,1
304666,4
200269,1
58954,1
258057,3
69195,3
282787,4
122343,1
318289,1
34644,4
154951,1
285778,4
144334,1
38539,4
226072,4
292415,4
279150,4
171556,1
117350,1
32993,4
22629,1
48651,4
18731,4
263283,1
28726,4
263536,1
252931,1
47552,4
79086,1
19988,4
22589,1
166497,1
11818,4
35556,1
27517,4
134768,4
262832,2
307694,1
261631,2
286025,4
40279,3
242530,4
102805,4
310787,4
202454,4
4816,1
107197,4
196721,4
268350,3
108938,4
129787,4
303888,1
302847,4
136418,1
243447,1
47730,1
32251,4
264881,1
267511,1
36920,4
316425,1
24033,1
199896,4
162165,1
76654,3
151369,1
63645,4
106019,1
108537,3
101236,1
113405,4
318706,1
107116,3
61482,4
109530,1
264332,4
130397,4
318165,1
5336,4
73244,3
286679,4
141174,3
318359,4
186994,3
326010,4
264404,1
224838,4
172486,1
173019,4
275591,1
163935,4
165627,1
132617,1
175641,4
256695,4
131953,1
240170,1
25138,1
16162,1
135610,1
114672,4
42501,4
216035,1
40121,4
66656,4
272152,4
36093,3
216889,1
196656,1
156328,1
296134,1
8794,3
93470,3
132933,4
77108,1
317948,4
197656,4
171759,1
214976,1
174963,1
126974,1
305089,1
122267,1
187721,1
189038,1
321277,1
241549,1
118273,2
53341,1
272677,1
220530,4
32638,2
219144,4
222450,3
153527,4
290258,1
181788,1
261384,3
247312,4
205425,2
316199,4
48882,1
196722,1
195378,4
23505,3
242065,4
255419,1
64858,1
282498,1
110137,1
264754,1
168988,4
183303,1
164843,1
86903,3
197123,1
163775,4
248952,1
299910,1
30811,1
101755,4
158346,1
27825,3
82068,1
276919,4
227181,2
298377,3
72393,4
272851,4
35044,3
210650,4
15981,1
79876,3
317426,1
76263,1
132183,3
131813,4
113283,4
314431,4
56381,4
63571,1
164475,1
217560,4
257132,4
228266,1
61641,4
261473,4
63299,1
295607,4
106137,1
168664,1
251122,4
61006,4
96143,1
116414,1
132010,1
103693,4
175824,4
253768,1
252771,1
173495,4
254143,3
216043,4
291101,4
132513,4
294729,1
254627,1
142604,1
245885,1
252551,1
147039,4
132961,4
165895,3
224373,4
195273,4
167327,4
205409,1
11180,4
287716,1
251619,4
302252,4
64213,3
118397,4
267420,1
81163,1
127117,1
79801,3
171949,4
146157,3
107969,4
246860,1
128731,4
78380,4
77858,1
105395,1
73682,3
310116,1
245322,4
200677,3
184181,4
302614,1
87914,2
43538,4
297094,3
127707,1
178978,3
306707,4
103142,1
262815,2
236053,3
120565,1
92881,4
22696,1
19294,4
121010,4
67091,1
91162,1
309,4
27989,1
309870,3
11363,4
200727,1
104964,4
100746,4
202463,4
49628,4
143096,4
60214,1
148338,1
290511,1
186047,4
257327,1
75478,4
271694,1
180195,4
78521,1
315828,4
262597,3
279043,3
235526,1
151098,1
316669,4
118281,3
268285,1
239519,1
193567,1
9723,3
11491,4
177058,1
90554,4
101877,1
255652,1
179395,4
186581,4
151074,1
86595,1
277049,1
162346,3
327271,1
44876,1
217238,4
247112,3
183816,3
185562,4
240147,1
96512,4
62567,3
55356,4
235701,3
92196,4
65487,4
151759,1
56993,3
10074,4
319093,4
243813,1
308438,4
16045,4
195309,4
135171,4
75374,3
147401,4
187712,4
256801,4
97134,1
247735,4
314324,4
221639,1
188656,1
325360,4
322147,1
294602,1
312194,4
135464,1
139701,1
183778,4
42549,1
180180,1
301539,4
288340,1
196156,4
139092,1
155111,4
294076,1
128660,4
214232,4
226152,4
114118,1
103232,4
104677,1
122302,4
242341,1
14369,1
47168,4
217081,1
84167,4
153978,2
136420,1
200261,1
35911,1
240020,4
70993,1
302082,1
43054,4
268941,1
206979,3
285980,2
240149,1
177490,1
272354,1
30882,1
81830,4
298014,4
96415,4
327783,4
108367,4
301173,2
96662,4
143486,4
325926,4
145724,3
110977,1
113510,2
158992,4
318315,3
133696,1
286362,1
77106,4
237372,3
165115,3
293892,4
64516,4
203772,1
100242,4
76184,1
196470,1
303311,1
255434,4
94482,1
112296,4
174725,3
37152,1
202181,4
44915,1
203983,4
284461,3
303391,4
237241,1
19368,1
73822,1
162463,4
68393,3
217217,4
8043,1
75684,4
266450,3
44660,1
190246,1
219483,1
69971,1
313336,1
162685,1
89314,1
9054,4
134262,1
26031,1
111933,4
246535,1
228469,1
236547,3
321848,1
30140,1
141413,1
56429,4
144728,1
216967,1
27533,4
263545,1
8667,4
57533,1
26424,4
268834,4
86234,1
45961,3
27866,2
318324,4
178111,3
41601,4
170414,1
202378,4
101761,2
71668,1
4537,1
44530,4
140641,1
265545,3
70762,1
43260,4
202273,1
154028,4
13161,4
27317,1
108001,1
59690,1
84529,3
114144,4
327694,1
14009,1
188061,1
87798,1
97785,4
10703,3
237517,2
151544,1
300630,1
79207,1
202373,1
140600,1
131299,1
162196,3
303485,1
109553,3
15863,3
48507,1
259301,4
9629,1
66318,4
110687,1
298457,1
168105,4
17710,4
164785,1
166838,3
320075,1
232058,1
90206,4
99116,1
252541,3
212808,4
75387,1
184502,1
179702,1
295664,1
81593,4
269112,4
212640,3
192935,1
121093,4
215259,1
117252,4
56783,3
241605,1
249019,1
270944,1
34100,1
109141,3
264468,4
317823,3
129911,4
226261,1
223822,1
159287,1
283915,1
108405,4
65175,1
91218,1
255579,4
128253,3
125987,4
64681,1
227450,4
77922,3
28816,1
51448,4
29516,2
302137,4
198670,1
163405,3
19014,4
277960,1
54774,4
899,1
314822,4
164708,4
1575,1
125482,1
254132,4
22607,4
136592,1
56604,4
189533,4
244116,4
8785,1
249494,1
306694,3
326497,1
291673,4
70958,3
86252,4
262789,4
172780,1
198608,4
167382,1
200026,1
135984,3
92773,3
38522,1
56024,1
120518,1
38824,4
39205,4
11334,4
100787,1
237682,4
291522,1
288318,4
314403,3
189414,1
29523,1
61365,4
218512,4
75756,4
204353,4
51781,1
174171,3
263261,4
77733,1
282407,1
33432,1
298738,4
157456,4
163347,4
295330,4
199542,4
321008,1
130176,1
68905,1
39988,1
279729,2
43202,1
93018,1
166540,4
187200,1
268971,1
280495,1
127731,4
80096,1
86044,4
228343,4
265213,4
281246,3
46916,4
113572,4
102443,4
293966,4
285073,4
117801,1
271664,4
288785,1
98244,4
166691,3
245611,4
125756,1
8710,3
257456,4
236483,1
269992,3
94574,4
124920,1
239669,4
29665,3
104595,1
304316,4
324182,1
130781,4
174592,1
8861,1
293032,1
142094,4
247502,3
14970,1
200210,1
309662,3
239001,4
127577,1
86938,1
35209,1
65000,2
239243,4
250156,1
122313,1
93402,1
231737,1
44960,1
300449,1
225274,1
47013,1
29536,4
87838,1
49226,4
65822,1
173047,4
92073,4
326882,2
218845,4
173995,4
119657,1
212226,4
311361,1
226158,4
124508,3
106275,4
204833,4
201365,1
302645,4
92258,1
84095,4
36562,4
282688,4
236316,3
70163,2
265622,1
183270,1
149791,4
284131,3
281292,1
292877,4
147626,4
285166,1
252682,1
41266,4
280255,4
88897,1
183678,1
177555,1
325951,1
327322,4
18349,1
88395,4
34727,3
41932,1
72296,3
212511,4
33816,4
26259,4
245277,4
293470,1
27892,1
6665,4
140736,1
10870,3
264521,1
291028,1
132644,3
209734,4
122698,1
208239,1
136973,1
124234,2
220360,4
231424,3
318287,1
18357,3
51599,1
292317,1
170923,3
279435,1
133888,4
194988,1
267093,1
281281,1
292568,1
61842,4
263326,4
92916,1
266060,1
39373,4
178479,1
102727,1
233292,1
38667,1
34751,1
202994,1
72444,1
317175,3
305096,3
99248,4
16424,3
152116,1
270774,1
204761,1
193972,1
290110,1
12153,1
19943,1
57816,4
162792,4
198570,4
204113,1
163161,4
107954,3
194900,1
151345,1
41117,1
226829,1
89740,1
41290,4
108859,1
266034,4
46766,1
55056,1
258609,1
309018,4
107690,1
318551,1
183334,1
158998,3
204601,1
134228,4
273637,4
252925,3
289365,1
316006,1
318050,4
87028,1
138518,4
23211,4
290337,1
227407,3
260567,3
199190,3
148669,4
268591,1
86145,1
120195,4
43533,3
126968,1
268899,4
67924,4
290953,1
266876,4
45468,4
29192,4
166983,4
235726,4
226409,4
144585,4
61220,4
206921,1
7892,3
27520,1
319340,4
320587,4
87672,1
196243,4
94824,3
298590,4
265927,4
197797,4
123662,4
276906,1
183301,4
19620,4
121888,1
97694,1
473,1
116191,4
108983,4
170246,4
120588,3
138761,4
102660,4
215392,4
186706,4
65265,4
250294,1
160692,4
226998,4
137732,1
127436,4
287914,1
25275,4
217809,1
292653,1
153774,4
325612,3
276226,2
150276,4
165902,1
27127,2
164260,1
263246,1
326768,1
156339,1
244221,1
291556,1
182991,3
40220,1
105834,3
202836,1
85127,4
56369,1
212157,1
126412,4
278391,2
157164,4
196047,4
89059,4
162235,1
240369,1
191330,3
108395,1
102926,3
324752,4
77134,4
73318,4
127674,4
308936,1
128342,4
231474,4
140678,1
19175,1
528,1
74831,4
219454,1
43144,1
69647,4
151778,4
237770,3
33308,4
203916,3
21353,4
206066,4
132270,1
132564,1
162074,1
161535,4
195513,1
266362,3
106264,1
270302,1
15528,1
317971,3
245761,4
1982,1
83859,1
142370,2
113349,1
262252,1
32436,3
128991,4
226727,1
229269,1
174857,4
44501,1
123588,4
15407,4
44584,1
246915,4
189905,1
172078,1
165272,4
140258,1
144696,4
6899,1
297433,4
210950,2
66530,4
265018,4
206190,4
275041,4
266739,1
70611,1
121355,4
268001,4
191586,1
28919,3
137921,4
52801,4
75268,4
247716,1
21293,1
176642,1
38226,4
67726,4
284863,3
32155,4
44702,4
162804,4
30147,3
224610,1
33807,4
324785,4
293814,1
326814,4
255956,3
258575,1
105994,3
306159,4
205930,3
256194,4
57456,4
211690,4
171709,3
155413,4
216325,4
189229,4
47221,1
59538,1
325361,1
294612,3
84075,1
323732,4
106836,4
211577,4
127131,1
143655,1
120468,1
116427,4
6120,3
123270,1
194534,4
91402,4
84688,1
304766,1
192161,4
52491,4
91717,4
305929,1
16410,4
90803,4
212073,3
288260,4
307554,3
285091,4
315411,4
39344,3
325362,1
39692,1
82389,1
72094,4
145554,4
287352,4
323165,4
192263,4
43691,4
77008,4
9563,4
254533,4
64150,1
205255,4
219367,1
219638,4
249138,1
277752,4
69308,3
286879,4
273386,1
84503,1
91063,4
82710,1
157800,1
132038,3
80927,4
266613,1
232988,1
151213,1
168823,1
105917,3
233583,1
189309,3
162582,1
150925,1
139547,4
55612,4
280984,1
318951,4
107990,4
253357,4
261831,1
133520,1
175486,4
247487,1
287894,4
257069,4
57375,4
253742,1
314599,4
95380,1
16039,4
120466,1
37760,1
151507,4
305202,4
240491,1
63959,1
170875,2
29249,1
166721,1
311779,1
212709,1
62615,1
98219,1
168272,1
254098,1
34959,1
326570,4
164184,4
40674,1
8588,4
284559,1
53272,1
199444,1
61821,4
138310,1
128230,1
91941,3
15262,1
204429,1
193869,1
263007,4
201881,4
99345,1
130796,1
211611,4
182561,1
100600,4
92785,1
51851,1
324071,1
196269,4
4735,1
57807,3
310238,1
229032,1
54669,4
204398,3
140016,4
47663,4
250741,1
120462,4
222280,3
111099,4
130064,1
94725,4
89785,1
191581,3
71332,4
270867,4
105926,3
233614,1
225111,4
471,1
276510,1
65647,4
200478,3
122145,1
117514,1
244239,1
52637,3
296404,1
8774,4
88213,4
115112,3
236718,4
138319,1
217788,1
21202,4
56258,1
209360,4
312894,4
270382,4
199936,4
288626,4
243982,4
211376,1
231174,4
298554,1
299249,4
230821,1
28108,3
220279,1
11048,1
251999,4
243729,3
185569,4
95798,4
15780,1
98890,1
223654,3
257215,4
218616,4
138189,3
109641,3
89019,1
43249,1
104584,1
25396,4
225297,1
89195,4
249831,1
80005,4
311067,4
276717,4
40999,4
56344,2
135336,4
268464,3
80499,4
303433,3
20909,3
218355,1
222224,1
258572,1
235913,1
185142,1
168844,1
312176,4
299300,1
322828,4
120666,4
123260,4
73235,3
14965,4
93804,1
236040,1
316491,1
21685,1
153806,4
174369,1
59759,1
222938,1
327604,4
311002,4
50008,4
199339,4
45824,3
208096,1
23460,1
84496,1
118008,4
292375,4
56251,1
314974,3
292556,4
224684,1
129370,1
173086,1
154963,4
151355,4
80538,4
314024,1
138408,3
131707,1
98414,1
76259,1
69566,1
326618,4
200735,1
326220,4
128204,2
167834,3
137305,1
62090,1
87585,1
49366,1
132171,3
252736,1
54060,2
267,1
315471,4
231387,1
24380,1
34621,1
250835,1
225765,4
28350,4
201654,1
90514,1
131950,4
139005,3
284517,3
137434,3
324962,4
85488,4
309206,3
182187,3
245692,1
312561,4
62538,1
107925,1
273207,1
237230,4
223707,4
229614,1
1900,1
285771,4
80372,3
151181,1
271302,1
197413,1
234176,1
161978,1
295809,3
92615,1
25461,1
199824,4
47658,1
3341,1
106249,4
69501,1
7633,1
102811,1
66274,3
299607,1
283850,1
203121,4
55735,1
238074,1
323529,4
235450,3
301238,1
197381,4
299286,4
4859,3
133770,1
171075,4
303881,4
27751,4
71555,1
19194,4
157532,1
285171,1
225856,1
99936,4
75907,3
34302,4
326535,1
87878,4
73957,3
214999,4
237723,1
93732,4
96338,3
173366,4
154874,4
161629,4
312841,1
224173,3
271361,2
170659,4
309117,4
215749,1
165113,1
2331,4
35522,1
127321,1
278782,3
139397,1
236948,3
198198,3
14531,1
293896,3
23943,1
193013,4
226337,4
29929,1
105417,3
237064,4
208379,3
193531,1
152162,1
225116,1
69103,4
77442,1
45557,2
171650,4
252374,1
95908,4
59526,4
17448,4
136606,1
236373,4
274503,1
50086,1
309923,1
319634,1
136384,1
250541,1
295340,4
298805,4
26391,1
255504,1
188114,1
199476,4
66161,4
198621,4
38154,1
120089,3
99400,3
1323,1
211095,1
183962,1
167940,4
48438,3
253400,1
201232,3
134773,4
247761,1
67679,1
287613,1
17902,4
15081,4
223783,1
316614,4
289692,4
52578,1
49933,3
25065,4
174299,4
163629,2
175454,1
121405,4
172281,4
297750,1
116258,3
123023,1
245653,1
185189,1
103143,4
131146,1
117736,4
314767,1
278400,3
254598,3
19987,1
222460,3
87408,4
8416,1
106269,1
116662,3
131045,4
134878,3
270938,1
235253,1
139020,1
313206,4
99615,3
210332,4
151910,1
904,1
281130,1
217338,3
56433,4
235752,1
91640,4
152304,1
115720,1
210349,1
319840,4
205882,1
289803,1
43268,4
152103,4
220654,4
37911,4
202316,4
114246,4
98282,4
90823,4
157584,3
299309,4
309755,1
132429,1
218833,1
64019,1
15165,1
54983,4
315866,1
141034,1
308068,4
136668,1
87528,4
14255,4
51890,1
85409,4
112073,3
150975,4
11394,1
174623,1
203090,4
320781,1
62893,1
24474,1
269082,4
129784,4
8727,1
10959,4
313058,3
48493,1
148038,1
227900,4
15988,4
258148,4
173177,4
186898,1
171958,3
159367,1
60658,1
3383,4
50080,4
216421,3
149330,4
146187,1
39015,1
204042,1
192796,3
169755,3
180394,4
261260,1
147113,1
67524,4
156311,1
264879,4
288246,4
276094,1
256012,1
272609,1
988,4
308929,4
101658,1
289395,1
122820,1
20213,3
290427,1
108919,3
274434,4
322453,3
109764,1
104294,4
244083,1
187347,4
78761,1
267474,1
83757,1
226061,1
216189,4
127029,4
143602,1
15599,4
32536,4
3782,1
109916,3
28621,1
319298,2
76038,4
215865,1
108282,2
267036,3
314492,1
123488,3
319913,4
295149,1
210020,4
132549,1
280361,3
228154,3
271372,3
141137,1
112911,1
228661,3
114083,1
116839,4
142075,3
204140,4
96861,1
138690,4
143935,3
103037,1
71369,4
235495,3
69147,1
245800,4
221182,3
107568,1
46525,3
92032,1
152703,1
136807,1
97611,1
4118,1
134626,1
298039,1
125218,1
163982,1
250475,1
174828,4
92235,1
169902,1
133552,4
249650,1
217300,1
242861,4
306899,4
157543,4
69346,4
201065,1
394,1
265356,1
89606,4
129360,4
8824,1
251896,1
141067,1
311523,2
295665,4
45137,3
245168,4
111562,4
124075,3
158931,4
198501,1
116091,1
240448,1
231943,4
109262,1
12851,1
17837,1
214592,1
29481,4
28614,1
72492,3
290883,3
257211,1
261415,4
86087,4
114258,3
284538,4
219505,3
188268,4
32977,1
240547,4
87846,1
136869,3
312626,3
90863,4
71375,1
212207,1
282361,1
127715,1
205716,4
314383,4
318360,4
9794,4
85382,3
285713,1
267861,1
73839,3
217269,1
90368,1
78437,1
38871,1
128771,4
235351,1
114637,1
241610,3
317147,1
159435,4
171083,1
82111,1
39721,4
22977,4
194064,1
310908,1
133690,1
222594,1
302781,1
126635,1
271588,1
9955,1
214615,4
63301,4
135049,1
204738,3
314705,2
227353,3
267966,2
277860,1
324202,3
263439,4
175114,1
138195,1
301923,1
222320,3
6773,1
114904,1
248257,1
215917,1
65933,1
137274,1
6211,4
217334,4
243834,4
7849,4
193812,4
69220,3
170589,2
144301,4
139635,1
91780,4
326449,4
55729,3
45641,4
296165,3
256352,4
238175,1
2731,3
56296,4
247042,1
31599,4
183597,1
261272,4
98689,1
302600,4
151066,1
203117,3
7383,1
297689,4
81954,3
249672,3
26743,3
279259,3
31643,4
32381,1
56886,1
140743,4
202964,1
60238,3
44616,4
30340,4
3103,1
81031,4
55328,4
39227,4
279382,3
298521,1
49579,3
208800,1
262358,3
299127,1
13942,3
169876,4
141403,1
261839,4
133353,3
167702,4
505,2
61957,1
89603,1
193775,4
215722,1
69267,4
105896,4
258092,4
231211,1
278987,1
322531,4
127191,3
303147,3
110222,1
8533,4
265778,4
140264,4
36240,1
129723,1
67068,1
284830,3
41012,1
188942,1
325766,1
278106,3
86052,1
114043,4
14495,1
97793,4
281906,1
18132,1
138197,4
113700,1
33513,3
323297,3
10075,1
97408,4
239860,4
321104,1
55392,4
145716,4
29869,4
34821,1
134396,1
64215,1
13264,1
272700,1
121210,3
257270,1
64381,1
187569,4
57347,4
300655,1
73701,2
222352,4
298773,1
143710,3
296246,3
73558,1
314776,1
30391,1
145397,3
220287,4
67208,3
124833,3
30719,3
294029,4
67892,1
199140,4
264666,1
38505,4
67863,4
171060,4
165296,1
303051,1
21195,4
212548,1
246114,1
216748,4
3918,4
193273,3
123425,1
130187,4
170400,1
164332,4
154319,4
141090,1
283150,4
296706,1
305706,4
210822,1
104283,1
304719,1
246525,1
241271,4
64701,3
153022,4
300866,4
174482,1
59840,1
233786,4
204083,4
136519,4
302535,1
47421,1
73896,1
178876,1
196219,3
287975,4
98080,1
63642,4
205375,1
6701,4
118975,1
233257,1
236092,4
112666,1
111329,1
148696,4
308961,1
117550,1
21705,1
262834,1
62388,4
301323,4
201733,3
319650,1
238089,4
213123,4
269592,1
264683,4
115484,4
300991,1
144368,1
40142,1
226688,4
73674,4
155080,1
244905,3
234557,1
230545,1
253583,4
82528,1
289840,1
264875,4
36457,4
2218,4
90646,1
322402,1
58710,1
270367,1
326998,1
101798,1
164073,1
109665,3
117157,3
283948,4
74868,4
287691,4
251559,3
82126,1
203278,3
161449,1
324864,3
1004,1
143372,1
235530,1
204906,4
303146,1
275378,1
271439,1
238631,1
44725,3
312072,1
140281,4
316386,1
140390,1
291392,3
63388,1
164665,1
203116,1
286141,1
287363,4
158480,1
168587,1
209896,4
222791,4
15982,1
68405,4
243641,1
253166,1
2076,1
285739,1
190373,1
43994,4
94051,1
192616,1
74578,4
318942,1
223471,1
273143,1
309022,3
167845,2
189574,1
231456,1
283219,1
240669,1
210290,3
75000,1
224444,1
188832,1
92887,2
293700,3
317454,4
270325,3
158296,1
95272,4
194677,4
265967,3
222903,4
47222,1
88327,4
326682,1
110590,1
157279,1
54165,4
219338,4
191226,4
301129,4
72421,4
319984,1
265888,4
44100,1
160719,4
109712,4
153625,3
229401,1
326763,1
6927,1
74664,4
289149,1
260481,4
126196,4
84003,4
246041,1
42425,1
240087,1
327097,3
263931,4
24328,1
29736,3
130998,1
144430,4
128753,1
261510,1
269977,1
192333,4
78031,4
174060,1
219224,1
144790,4
168956,4
152520,1
188931,4
320311,4
44546,3
201372,1
245541,1
87108,4
162294,1
110489,1
270427,1
198400,1
279119,1
251297,4
60746,1
121811,1
77181,4
204512,3
65990,1
154458,1
97294,4
306566,4
134892,4
181462,4
28467,4
137135,1
301782,1
229924,4
120186,1
20079,3
14998,4
94837,2
290270,1
132781,4
154304,3
4913,1
293718,4
98263,4
220991,1
283263,4
161918,1
219246,4
163540,3
71918,4
110672,1
94896,1
184387,1
250386,1
187431,1
91645,1
288744,1
291702,1
317422,4
152945,1
239863,1
91688,4
20116,1
116881,1
127799,1
105332,2
7144,3
218666,1
47682,1
87376,4
57168,1
32935,1
36306,3
5221,1
280247,4
192195,4
146133,4
138234,3
86148,4
245347,1
16613,3
324360,3
230289,1
243637,4
32037,3
197284,1
152072,3
186502,3
277933,3
187790,4
310104,4
309448,4
203068,1
173173,4
208823,4
126938,4
177029,4
90506,1
186691,1
189653,2
6083,4
320844,4
302183,1
124824,3
120611,1
46241,4
158411,1
148578,1
114241,4
303782,1
46872,4
102313,4
416,2
322694,1
56310,4
105797,1
177083,1
145384,1
108312,1
153420,1
244019,1
115842,3
62457,1
46079,4
15569,3
143940,4
243617,1
166591,1
178333,4
183323,3
91849,4
83890,4
161641,1
289254,1
191925,4
169981,1
33778,1
60421,4
65691,1
220251,3
15581,4
218734,3
166172,1
156849,3
122045,2
205607,1
271717,1
178500,1
233405,1
33130,4
669,1
34498,4
145226,1
68437,1
327507,4
14370,4
232686,4
245554,1
321896,1
86330,4
111507,1
191340,1
53714,1
118805,1
8241,4
71592,1
9490,3
219696,1
176330,4
229080,4
246506,4
37858,1
276131,3
157267,4
81665,4
106067,1
232944,3
282839,2
110064,1
261316,4
257747,1
206645,1
66394,4
271600,4
155913,1
203861,1
4112,4
212436,4
235081,4
156939,4
61465,4
162243,4
52866,4
180376,4
225494,1
37909,4
68236,1
89460,1
293792,1
95372,4
229519,4
230105,1
247745,4
287098,1
284024,4
231566,1
171806,1
95187,4
29855,4
243126,3
10903,3
125673,1
195829,4
229859,3
110619,1
302463,4
63285,4
60114,3
320151,4
258999,4
19951,1
17809,4
110105,4
41937,4
291069,4
93281,4
269631,3
88921,3
9996,4
51981,4
252639,1
172616,4
39383,1
122466,4
82325,4
93818,1
178220,1
55929,4
156510,1
156352,1
106866,3
20921,4
276246,3
11959,1
136821,4
277775,1
107205,4
251633,1
244978,4
190305,2
34291,1
269368,4
11883,4
279836,4
14613,1
95541,1
18442,3
203317,2
68670,1
281709,4
146306,3
162211,3
76557,1
93541,1
110765,3
253919,1
252612,3
239513,1
157929,1
176996,1
183064,1
229262,3
166662,3
238466,1
5477,4
170546,3
293090,4
294279,1
322599,4
203087,4
256218,1
315451,3
156109,1
258824,1
199516,1
104273,1
8415,1
287667,4
249776,1
186877,1
291524,1
76960,4
33171,2
174892,4
194786,4
236341,1
167976,1
271723,1
290105,4
131038,1
326861,1
86382,4
13052,4
143299,1
120192,1
32785,4
89058,1
37679,1
237675,4
105527,1
301872,4
179552,1
60469,3
31274,4
46192,3
220651,1
191311,4
180329,2
161968,1
126530,4
91698,1
148256,4
161005,1
139002,4
59280,1
193893,1
118381,1
186104,1
269969,4
96780,3
202439,1
188353,4
247614,3
8830,4
82632,4
47790,4
315045,1
317531,4
144410,3
303920,4
217279,3
46078,1
13097,1
57721,4
302788,4
145550,4
258794,4
293902,3
187134,1
157357,4
62647,4
102225,1
169660,1
155440,1
315464,3
79946,3
312188,1
59880,1
110668,2
230933,1
265992,3
236763,1
162557,3
54386,1
43654,3
55792,3
98892,4
166103,4
309693,4
312157,3
287285,1
185944,3
244659,1
74019,1
81602,1
159584,4
18857,4
69533,1
200585,4
21548,3
317730,4
225538,4
274936,3
4778,1
5437,1
258335,4
265652,4
285022,1
121379,4
243205,4
118840,1
181535,4
37469,1
186614,1
12469,4
21972,4
14825,3
28058,4
111201,1
57400,3
183084,4
73246,1
2379,4
169804,4
13438,1
23019,1
139854,1
110433,1
70559,1
11651,1
13141,4
284928,1
270842,1
165159,1
302123,1
293934,3
157522,3
161480,3
296238,4
158592,1
215844,4
258080,4
123139,4
297147,4
93529,4
205026,4
240845,4
102446,1
249589,3
157084,1
8419,1
215634,4
123057,3
42753,3
173928,1
248258,4
177296,4
204966,1
153523,1
258644,1
265189,1
123224,1
81115,4
168846,4
292670,1
227966,1
237787,3
232804,4
98228,1
319736,4
269905,1
52863,4
294410,1
264701,1
184660,4
165929,3
17121,1
56375,4
239699,4
158131,1
221600,1
199611,4
215992,4
210406,1
187086,1
159656,3
107977,4
99834,4
131163,3
198948,4
21250,1
142124,3
227405,1
219777,4
175163,1
192182,4
194313,3
139187,1
200721,1
38758,3
126053,3
7698,4
166381,1
116743,1
267824,4
279924,3
283443,1
99512,1
53588,4
226570,1
201589,1
17105,4
223907,1
238862,4
144638,4
178757,1
214604,1
51894,1
245601,1
16518,4
199577,4
102861,4
77465,1
251410,1
176991,1
319133,1
158351,1
181179,1
218017,1
311291,1
26788,1
312232,4
274383,1
16521,1
83004,1
12443,4
34735,1
192384,3
203871,1
164352,4
142408,3
263746,1
157192,1
128412,1
48028,4
52606,4
32094,4
270827,3
181116,4
13802,4
229981,1
38682,1
52164,3
178903,1
292818,4
3807,1
26502,1
210759,4
125548,1
82353,1
239535,4
70313,1
170649,4
277169,1
81739,4
28110,3
294034,3
317595,3
99706,4
201019,3
176162,3
92649,4
139117,1
216154,1
68155,4
118077,4
69797,4
42898,4
322875,1
206173,1
247630,4
62640,1
302985,1
284399,3
277305,3
182741,4
91707,4
77005,3
15055,4
152692,1
250424,4
261545,1
135024,1
293785,4
134597,1
67150,1
237318,3
156516,1
100598,1
202462,4
108978,4
154944,1
212515,4
36727,4
139493,1
316966,4
268127,1
133596,4
4183,1
207107,1
179512,1
101967,1
240924,3
212775,4
114244,4
270703,1
232705,1
314419,1
74244,3
104582,4
51608,4
150145,1
312406,1
91214,1
158803,4
154209,1
39448,4
298634,1
229382,1
146907,1
291654,4
236587,1
243224,1
79010,1
56752,4
76832,1
129709,4
194351,3
199121,4
295027,1
248144,3
199465,4
201495,3
80036,1
294400,4
83866,3
57616,4
93583,4
243688,3
5456,1
121634,4
31026,4
84765,1
84022,4
95045,4
287309,1
148659,4
226927,1
231383,1
62287,4
179769,1
279998,4
314210,4
108699,1
262916,1
307795,1
140432,1
89388,4
170880,4
248072,4
214369,1
118828,4
320047,4
66,1
168136,4
187230,1
12981,3
173430,1
294505,4
18355,3
261334,4
86282,3
158856,4
6947,1
85591,3
286935,4
130779,4
41239,4
268281,1
134522,1
231040,1
134280,1
159351,2
145031,4
280757,4
96694,1
38453,1
59079,4
46956,4
121607,3
171660,3
315251,4
101861,4
304491,3
252118,4
290119,1
305757,4
265591,4
240693,1
242425,2
308854,1
209253,1
146242,1
243079,3
28323,4
248133,1
214785,1
170275,4
232306,1
189521,1
37198,1
286187,2
29729,1
189037,4
289196,3
93838,4
64275,3
46923,3
252293,4
41221,4
323926,4
183876,4
3233,4
227069,1
12923,1
44703,1
38387,1
197995,4
145369,1
216866,3
116967,3
64036,1
53520,1
50435,1
200407,1
277252,1
59101,1
155273,3
30798,3
37979,1
161645,1
177134,4
325126,4
87012,1
45942,1
203806,4
169976,4
23895,1
25562,4
243424,1
72668,4
288051,1
140460,1
321589,1
263337,3
228593,1
68001,4
222211,4
316867,1
247258,1
31426,3
284470,1
137499,4
246932,4
132708,3
112443,1
175440,1
25717,1
245125,4
68997,3
157774,1
207605,4
58074,1
9219,4
285716,3
316226,4
174817,4
223725,4
15858,1
87433,4
231828,1
